"150","redclay","Red Clay","Freddie Hubbard",,,,"1"
"288","bkny","Brooklyn Techno","Conspirator",,,,"0"
"152","rhyme","The Unspoken Rhyme","Magner, Lesser","Through force of time a spell was raised

Earlier in sense of time
When buildings sang unspoken rhymes
And all who cared could stand so high
Had watched within a wandering eye

There came about a new idea
With lasers bold and banners sheer
It chanced among the countless wise
And tranced the Herculian prize

Once thwarted mists of Ice-9 Gold
Go drowning in the windless deep
And reaping wraths of dreams unsold
Make haunted ghosts of countless sheep

And waking warriors who once won
Now bow their heads to fire's heart
Their Dionysian prayers are stung
By battle freedom's perilous dart

Through force of time a spell was raised
Brought amidst the darkest night
Sentinals sent from sun soaked days
With shifting spirals shapes of light",,,"0"
"153","riddles","Riddles Are Abound Tonight","Sausage",,,,"1"
"154","rlh","Run Like Hell","Pink Floyd","You better make your face up,
In your favorite disguise,
With your button-down lips,
And your roller blind eyes.
With your empty smile,
And your hungry heart,
Feel the bile rising,
From your guilty past.
With your nerves in tatters,
As the cockleshell shatters,
And the hammers batter,
Down your door,
You better run.

You better run all day,
And run all night.
And keep your dirty feelings deep inside.
And if you're taking your girlfriend out tonight,
You better park the car well out of sight.
cause if they catch you in the back seat,
Trying to pick her locks,
They're gonna send you back to mother,
In a cardboard box.
You better run!","transcribed by Rich Steele


(intro)

E 10 10 9  9                   7 7
B 10 10 10 10                  8 8 7 7
G 11 11 9  9                   7 7 7 7
D             0 0 0 0 0 0 0 0      7 7  0 0 0 
A              (play open D for
E               4 beats)

E           5 5 3 3
B           5 5 3 3                 0 0 3 3
G           6 6 4 4                 2 2 2 2 
D 0 0 0 0 0 7 7 5 5 0 0 0 0 0 0 0 0 2 2 4 4
A                                   0 0 
E

(chords over the Run....Run.. Run part are F > Em > C)

(verse)
 
              Em
E             0
B             0 
G             0
D             2
A             2
E             0

    You better make your face up in your              favorite disguise.

         F
E        1
B        1 
G        2
D        3
A        3
E        1

With your button down lips, and your roller blind eyes.
       
        Em
E        0
B        0
G        0
D        2 
A        2
E        0
 
With your empty smile, and your hungry heart.

        C
E       8
B       8
G       9
D       10
A       10
E       8 

Feel the bile rising from your guilty past.


E        7
B        7
G        8
D        9
A        9
E        7 

With your nerves in tatters, as the cockle shell shatters.

       Em
E      7 
B      8
G      9
D      9
A      
E

As the hammers batter down your door, you better run.


Everything above is the only part of the actual song they do the same
way everytime. Just the basic structure of the original Floyd song for
the most part. Everything before and after this is different everytime.
:)
",,"1"
"155","road","Road Song","Jon Gutwillig",,,,"0"
"156","roadhouse","Roadhouse Blues","The Doors",,,,"1"
"158","rrpone","Rock And Roll Part One","Gary Glitter",,,,"1"
"159","sbj","Set Break Jam","The Disco Biscuits",,,,"2"
"160","schkj","Soundcheck Jam","The Disco Biscuits",,,,"2"
"161","schubert","Schubert's Opus 90","Schubert",,,,"1"
"162","sesamest","12345 678910 11 12","Sesame Street",,,,"1"
"163","shelby","Shelby Rose","Marc Brownstein","Springtime come, and the flowers bloom.
Quiet walk in the park. 
And the sun sinks and reddens.
Shelby Rose in the dark.
A yellow bird on a tree stump.
You take a stroll by the lake.
And when you see Shelby coming,
You feel your heart palpitate.

And I suppose I can tell Shelby Rose how I feel.
And I suppose I can tell Shelby Rose what I do.

And in a few days you tell her,
that the future is bright.
You fill her in on the prospect,
And she fills with delight.
It's a good thing you tell her.
Because you know that she'll stay. 
You celebrate with some champagne,
And you wake the next day.

Every day is a walk in the park, every afternoon to the days turn dark.
Every night is heaven sent.
Every night is heaven sent.
Every day that I spend with you, every afternoon that we go to the zoo.
Every place we ever went.
Every night is heaven sent.","transcribed by Rich Steele


Shelby Rose

(intro riff - played 4 times)

E
B 8 6 6(p)5         6 5 5(p)3
G           7(p)5             5(p)3
D
A
E

E
B 5 3 3(p)2         3 2
G           3(p)2       3(p)2
D                             3(p)0
A 
E

   F        F#m       G         A
E  1 1 1 1  2 2 2 2   3 3 3 3   5
B  1 1 1 1  2 2 2 2   3 3 3 3   5
G  2 2 2 2  2 2 2 2   4 4 4 4   6
D  3 3 3 3  4 4 4 4   5 5 5 5   7  
A  3 3 3 3  4 4 4 4   5 5 5 5   7
E  1 1 1 1  2 2 2 2   3 3 3 3   5


(verse chords)

  Bm  D  C     Bm  D  G
E                     
B 3  7  5       3  7  3
G 4  7  5       4  7  4
D 4  7  5       4  7  5
A 2  5  3       2  5  5 
E                     

(chorus)

  F  G    Bb
E 1  3
B 1  3    3
G 2  4    3
D 3  5    3
A 3  5    1
E 1  3 
         (every day is a walk in the park..)

   C
E
B  5 
G  5
D  5
A  3
E
  (every afternoon, till the day turns dark..)

   G
E  3
B  3
G  4
D  5 
A  5
E  3
  (every night is a heaven sent...)

(play chorus once, then on the second time around, replace that G with a D 
on the 5th fret)


(then the intro riff and the F > F#m > G > A chords lead into the jam)
 

",,"0"
"164","shemrah","Shem-Rah Boo","Brownstein, Gutwillig","Shem-Rah Boo was on the run
But he didn't know how to get things done
But he always knew what he was longing to be
The star of his own biography

Klimpsch, why you always talkin' 'bout your life?
Klimpsch, why did you emancipate your wife?
Klimpsch, why you always talkin' 'bout your life?

In Hollywood, his mind was keen
When he married the very first girl he'd seen
But he dropped his mind, he stroked his wood
But klimpsch did do the best he could.

Klimpsch, why you always talkin' 'bout your life?
Klimpsch, why did you emancipate your wife?
Klimpsch, why you always talkin' 'bout your...
Klimpsch, why you always talkin' 'bout your...
Klimpsch, why you always talkin' 'bout your life?

====================
Jon:
Klimpsch, you're the man of the hour,
Klimpsch, you're the man of the year,
Why don't you trust the woman that took you there?
Brownie:
The man of the hour,
The man of the year,
Why don't you trust the woman that took you there?
Magner:
The man of the hour
The man of the year
Why don't you trust the woman that took you there?
====================

Klimpsch, why you always talkin' 'bout your life?
Klimpsch, why did you emancipate your wife?
Klimpsch, why you always talkin' 'bout your...
Klimpsch, why'd you have to cut it with the....
Klimpsch, why did you emancipate your...
Klimpsch, why you always talkin' 'bout your...
Klimpsch, why you always talkin' 'bout your life?","(main riff)

E
B
G 12 12 12 12 12(sl)11(sl)12(sl)11(sl)12
D  X  X  X  X  X
A 10 10 10 10 10(sl) 9(sl)10(sl) 9(sl)10
E  

E
B
G 12 12 12(sl)11   16 16 16  16 16
D  X  X  X          X  X  X   X  X
A 10 10 10(sl)9    14 14 14  14 14 
E 
E

(the 'Man of the hour' part)
(thanks to Pete Caffrey for this part)

  Am    C     G     F     E
E  5          3     1     0
B  5    5     3     1     0
G  5    5     4     2     1
D  7    5     5     3     2
A  7    3     5     3     2     
E  5          3     1     0
  
   (listen to a tape to hear the chord changes)",,"0"
"165","shimmy","Little Shimmy In A Conga Line","Jon Gutwillig","Hey little baby, come back again.
Hey little baby, I miss your spin.
Get it moving, it'll be just fine.
But I don't sleep when you're not mine.

Hey little baby, just let it slide.
Let your little body roll side to side.
Get it moving, right in time.
Let's see Little Shimmy in a Conga Line.

Hey little baby, now the morning's here.
Gonna open my eyes, don't disappear.
Another evening, vanished in your arms.
And you wonder why I sleep through my alarm.

Hey little baby, let's groove again.
'Cause watching you is making my head swim.
I'll dance to prove it, and I'm just fine.
Let's see Little Shimmy in a Conga Line.

Hey little baby, let's groove again.
'Cause watching you is making my head swim.
I'll dance to prove it, and I'm just fine.
Let's see Little Shimmy in a Conga Line.

Hey little baby, now the morning's here.
Gonna open my eyes, don't disappear.
Another evening, vanished in your arms.
Hey little baby.

Another evening, vanished in your arms.
Hey little baby.

Another evening, vanished in your arms.
Hey little baby.

Another evening, vanished in your arms.
And you wonder why I sleep through my alarm.","Transcribed by Nic Coker <ohmygord@hotmail.com>

intro:  doubled by bass
(this can be played in an open position,
but its easier to get it crisp this way. im not
sure how barber actually plays it.)
e------------------------------------------------
b------------------------------------------------
g------------------------------------------------  play this 3x
d------------------------------------------------
a--0h2p0------------7 5h7--0h2p0------------7 5--  then--->
e--------3^ 0-7 7p5--------------3^ 0-7 7p5------

e--------------------------------------------------|
b--------------------------------------------------|
g--------------------------------------------------| Play the whole
d------------------------------5-------------------| thing twice
a--0h2p0------------7 5h7--5h7---7p5----7----------|
e--------3^ 0-7 7p5------------------7 7--5 5/(3)--| then--->

verse: play a funky variation of this 4x then start singin' over it

funkin' A:
e--5 5--8 8--7-5---5--------5 5--|
b--5 5--5 5--5-5---7p5h7p5--5 5--|
g--6 6--6 6--6-6---6--------6 6--|
d---------------------------7 7--|
a---------------------------x x--|
e---------------------------5 5--|

A
hey little baby, come back again
hey little baby, i miss yo' spin

D                             C
get it movin', it'll be just  fine
A                                      funkin' A x2 -->
But i dont sleep when your not mine

A
hey little baby just let it sliiiiiiiiiide
lettcha little body roll side to side

D                       C
get it movin', right in time
A
let's see a little shimmy in a conga line

THEN REPEAT ENTIRE INTRO 1x  --->

funkin' A 4x-->

A
hey little baby, now the mornings here
gonna open my eyes, dont dissappear

D                                C
another evenin' vanished in your arms
A                                           funkin 2x-->
and ya wonder why i sleep through my alarm

A
hey little baby, let's groove again
'cause watching you is making my head swim
D                                    C
i'll dance to prove it, and I'm just fine
A
Let's see a little shimmy in a conga line--->composed jam",,"0"
"166","slipknot","Slipknot!","The Grateful Dead",,,,"1"
"298","spray","Spraypaint","Jon Gutwillig","Did you ever think about it,
That everyone gets lifted all the time? 
And you want to fade away
Wishing we could be normal for awhile
So you want to feel good?
Well maybe you should just work it 
And you want to breathe oxygen?
So why not go out and buy it
Did you ever think about it, 
That maybe we were all crazy for the start? 

How can I add it up?
That freedom is a gun 
With giant bags of money 
Wrapped in uniform? 

Did you ever think about it,
That everyone gets lucky some of the time? 
And you want to sail away 
wishing you could be simply out of life
So we came to crash the party 
And spraypaint on your carpet
And You heard it was an accident
But maybe you don't believe it 
Did you ever think about it,
That maybe we were all crazy from the start? 

How can I add it up?
That freedom is a gun 
With giant bags of money 
Wrapped in uniform? 

Spraypaint my name on the wall
Question me I have the time
Fits your profile
Anything you need to make a profit
Have the time
Fix your profile 
Anything that you need to make up

(No Longer Sung:)

Take me slowly down the road
Pull me over I'll drive the car
Get your profile, anything you need to make a paycheck
Drive the car, get your profile
Anything that you need to make up
",,,"0"
"168","spy","Spy","Aron Magner","The answer please, Will not occur to me
The secrets of our lives, Are there for all to see
The innocence of our lies, That come so naturally,
So how to get out of...
Livin' in the public eye?

She came to me last fall
I was drinking Joe and smoking Strikes
Now I moved out of the hall, but now Java, switched to lights
Time's a ticking, this charade
Hidin'  clues left and right
Didn't know that masquerade, was hiding them all out of sight
So how to get out of...
Livin' as a private eye

When dreams escape reality
They never get where you need them to be
Distorted views of what we all see
How should we except the plea?
Forgiving as the days go by.
Forgiving as the days' goodbye.

Just like that I'm on the run
But my past out to play.
I'm still chasing the sun,
For yet another day.",,"Everyone originally thought the name of this song was 'Sly'.","0"
"169","smell","Smell The Funk","Marc Brownstein",,,"<A HREF=""/songs/smell.html""><I>Smell The Funk</I></A> is the ending section to <A HREF=""/songs/bandc.html""><I>Bernstein And Chasnoff</I></A>.","0"
"170","smooth","Smoothie King","Aron Magner",,,,"0"
"171","snc","Straight, No Chaser","Thelonious Monk",,,,"1"
"172","sobp","South Of The Border Pussy","Sam Altman",,,,"0"
"173","soul","Soul Sacrifice","Santana",,,,"1"
"174","soulis","Soul Is Shaking","Jon Gutwillig",,,,"0"
"175","sound1","Sound One","Sam Altman","Bake a cake
Sugar cane sweet
Frosting pink and sticky

Eat it up
Finger lickin' good
Mamma said you can't but I think that you should

Build a car
Hot to trot
Leather chrome and metal

Rock n' roll
Rollin' down the street
Leave 'em in the dust everyone that you meet is crazy

Crazy like a cat
Slippery sleek and lazy

Rub it in the fur
Wax it on the back
Put the cake in the trunk everyone get down",,,"0"
"176","spacebird","Spacebirdmatingcall","The Disco Biscuits","Now i'm at ease deflating on a whim,
and I found peace in the waiting room,

And in my sleep I heard a maiden call.
so tell me please where you wanna be now.

All while your dreams are fading like the sea,
now I'm at ease deflating on a whim,
and I found peace on the waiting room floor.

Now I'm at ease deflating on a whim,
And i found peace on the waiting room floor,
and In my sleep, I heard a mating bird call.

All while your dreams are fading like the sea,
and in my sleep I heard a mating bird call,
So tell me please where you wanna be,
Now I found peace on the waiting room floor.

Now I'm at ease deflating on a whim,
And I found peace on the waiting room floor,
and In my sleep, I heard a mating bird call.","transcribed by Rich Steele

D > G > A > G > A


E
B 17~ 15 15 15 14   14 15 17 15 17 15          17 19   17 19
G                 14                  14 16  16      16
D
A
E

E
B 17 19 17 15 17 15 15 14~   14 15 17 15 17 15 
G                          14                  14 16  
D
A
E

E
B   17 19   17 19   17 19 17 15 17  > D > G > A > G > A
G 16      16
D
A
E",,"0"
"177","spaga","Spaga","Aron Magner","Here, free to part
Just to sing you a lullaby
Of Spaga, the Intifada
His souvenir, the dragon's eye

FIRE breathes the dragon
Tooth for tooth,
and eye for eye
The knight in shining armor
The fair maiden, his battle cry

And with a prayer
for the maiden,
who would then lay him
So with his valour
He would soon tower
The Dragon's lair

Spaga's emerged in victory
Slain the beast for all to see
And the little knights courage knew to end
As he danced and dodged about the dragon's den

Avoiding fire breath and razor claws
Till the mighty dragon made his fatal flaw
When he turned to check the maiden's cell
Spaga thrust his sword with a terrific yell (alt. and sent him straight to hell)

The maiden saw Spaga standing tall
As he watched the beast take his final fall
His sword illuminated as the smoke cleared
He told her firmly 'come my dear'

So what then of the true reward
Said Spaga coyly as he sheated his sword
Anything you wish I ask of thee
Hand in hand immersed in glee","(that rise and fall part, or whatever you wanna call it :)

E
B              17 17~~  17 16 14  14 14
G   6(sl)16 16                         16 14 13
D
A
E

(ok, here is that tapping part. After endless noodling and trying to
watch Jon play this part at shows, I think I got it.)

E
B
G (t)11 (t)9(p)6  (t)14 (t)11(p)9
D
A
E           (repeat this for like 4 measures)

(Jon then goes and does more tapping descending down, but it goes by so
fast and I cant really figure out notes he's playing. I'll keep working
on it though.)

the fast chord strums at the end.

   B         F#m   C#m  B
E
B  16 16 16  14 14  17  16 
G  16 16 16  14 14  18  16
D  16 16 16  14 14  18  16
A  14 14 14  16 16  16  14
E",,"0"
"178","spectacle","Spectacle","Jon Gutwillig","Take me on the road,
Take me on the sea,
Take me all across the world,
Just let me know.

Sing a little song,
a little melody melody,
The words that make your world,
I'll make them grow.

Tiny is the sun,
aloof is the sky,
Wonder about the people walking by.

Funny as fate,
As hard as you try,
You can't pretend,
That life has no surprise.

Isn't life just a spectacle?
One hand short of a miracle.
And if you're body flies through the wind..
And you don't think you ever want it back again..

Well isn't life just an obstacle
That you can't wait to get around?
And you might break your face
Just to break the mold
Lift your hand and count you out.
Count it!

Shock me, Tell me about the story that you heard.
We've got all day to hammer out Just where it is absurd.
Spectacles and roundabouts and details afterwards,
You're gonna get it all today.

Wherever there's a road
Amazing you'll see
lines for glitter carpets on the rise.

I question the rogue, should I take the plea,
When i get just one chance to vocalize?

Asleep in the day, awake in the night,
Only so many roads to take your life.
The problem you see,
You can't mess with time
And take a different road you'd try.

Isn't life just a spectacle?
One hand short of a miracle.
And if you're butterflies through the wind..
And you don't think you want back in again..

Isn't life just a spectacle?
One hand short of a miracle.
And if you're body flies through the wind..
And you don't think you ever want it back again..

Well isn't life just an obstacle
That you can't wait to get around?
And you might break your face
Just to break the mold
Lift your hand and count you out.
Count it!

Shock me, Tell me about the story that you heard.
We've got all day to hammer out Just where it is absurd.
Spectacles and roundabouts and details afterwards,
You're gonna get it all today.
We're gonna give it all away.","tabbed by Aaron (Terrrapin420@REMOVEmsn.com)

main progression

   A   A/B  E7/B Bm7 A  F#m   E7/B
E                7
B  10  12   9    7   5  7 7 7  9
G   9   9   7    7   6  6 6 6  7
D  11  11   9    7   7  7 7 7  9
A   0   0   7    9   0  0 0 0  7
E           7    7             7",,"0"
"179","splat","Svenghali","Jon Gutwillig","In wide open spaces we sing with strings
Launch a full on musical cannonball
Guided by bells that we bring and they ring
Sound for the sky and the sun
Our own waterfall","<B>Transcription by Rich Steele:</B>

E 3(sl)5(sl)3
B 3(sl)5(sl)3
G             2(sl)3(sl)2  0     0   0   
D                            0 2   2   2
A
E

E
B
G 2(sl)3(sl)2  0       0
D                0(h)2
A
E


(next riff)
E
B     15~  13(p)12
G 12~                9 10~~
D
A
E

(verse riff)
E
B
G 12 12 12 12        12   12    
D              14 12    12
A
E

E
B
G 14 14 14 14 12    14 12 10 10
D                14
A
E

E
B
G 16 16 16 16 14    16    16
D                16    16
A
E

E
B
G  14 14 14 14 12 10 10   10 10 12 14 12
D
A       (start the 2nd riff from above 
E        after that last G)

<B>Transcription by Evan Leon:</B>


e  3 sl 5 sl 3
B  3 sl 5 sl 3   3 sl 5    3  3        1   1   1 1        1
G                2 sl 4    2  0        0   0   0 0        0
D                                0 h 2   2   2      0 h 2

repeat a bunch of times.. (sl=slide up/down)

e
B          15        12 h 13 p 12
G sl 12 12     12 12
D                                  14 15

and repeat that a bunch, as well.

I did figure out the other parts after that... let's see.. there's a
variation on the second part:

e       15
B                 12 h 13 p 12
G 15 15     15 15
D                              14 15

there's a part right before the vocals where Barber
plays the vocal line.. something like:

e
B
G 12 12 12 12       12    12   14 14 14 14 12    14 12
D             15 12    15                     15       15

e
B 12 12 12 12       12    12
G             14 12    14
D                               .......... and on and on.. just play
around up there until you get it.

<B>Transcribed by Eric Smith:</B>

Riff 1
E-----------------------------------------------------------
B--7/-9--/-7------------------------------------------------
G--8/-10-/-8--7/9--7--7-------------5---5-------5---------5-
D-------------7/9--7--5-------------5---5h7p5---5h7p5-----5-
A-------------------------------5h7---7-------7-------5h7---
E-----------------------------------------------------------
                               *
repeat 2x, then w/ band 8 times

Mess around with the beginning of Riff 2 (up to *) using 
the end of Riff 1 (starting at *)

Riff 2      *
E-----------------------------------------------------------
B------15~-------13p12--------------------------------------
G-/12--------12--------10--12~------------------------------  repeat 8x
D-----------------------------------------------------------
A-----------------------------------------------------------
E-----------------------------------------------------------

Jam around with Riff 2 in the key of E then into Riff 3

Riff 3
E-----------------------------------------------------------------------
B-----------------------------------------------------------------------
G-12-12-12-12--------12----12------14-14-14-14-12---14-12-------12--14--
D-------------15--12----15------------------------15------15-15---------
A-----------------------------------------------------------------------
E-----------------------------------------------------------------------

E-----------------------------------------------------------------------
B-12-12-12-12-------12----12--------------------------------------------
G-------------14-12----14------14-14-14-14--12----14--------12-14-------
D----------------------------------------------15-----15-15-------------
A-----------------------------------------------------------------------
E-----------------------------------------------------------------------

Repeat Riff 3 a bunch with singing
Jam out in E
Riff 3 again then with lyrics
Riff 2 4x
Riff 1 4x","This song was originally called <I>Splattums</I> by the fans when it first debuted, since the band didn't name the song.","0"
"180","splat2","Crickets","The Disco Biscuits, Zuniga","Over in the night,
Hopping, hopping.
Crickets in the night,
Look out!  Splattums!","transcribed by Rich Steele

the jam into the middle section is over looping D > C > Bm > A  
progression.


middle section riff
E              14
B                15      14 15 17 17  14 15 17 17  14 15 17 17
G  14 14 16  16    16  16
D
A
E

E
B  14 15 17 17  14~
G
D
A
E
","This song was originally called <I>Splattums</I> by the fans when it first debuted, since the band didn't name the song.  Barber also referred to the song once as <I>Song II of the South</I>.","0"
"181","starwars","Star Wars Theme",,,,,"1"
"182","stone","Stone","Gutwillig, O'Brien","On a horseshoe trail,
I found what I was looking for
Inside my head
I didn't need it no more
And then she said...

Days and weeks I spent on the trail
Wonder what it is that you had said
Said that stone you should have thrown
that stone you shouldn't tread

Oh lord could I feel more alive
When that stone is by my side
Sanity, my most sacred trait
And if that stone, I let it fly

Mi diablo contemplate....","Transcribed by Eric Zeiler (Moedat@AOL.COM)

Intro
Bm A, E, A, E, A, E, A (9x)
(All intro chords are just the four top (high) strings.  Leave the open
high-E for the A and E chords)

Bm (D E D A)
A, G, (D E D A)
A
Bm A, E, A, E, A, E A (3x)
Bm A, E, A, E, A (D E D A)

A                              (D E D A)
On a horseshoe trail,
A                        G         A
I found what I was looking for
A                      (D E D A)
Inside my head
A                                (D E D A)
I didn't need it no more
A                  G        (Dm Em Dm Am)
And then she said...
Am                                               (Dm Em Dm D)
Days and weeks I spent on the trail
D                                                  (Dm Em Dm Am)
Wonder what it is that you had sailed
Am                                                    (Dm Em Dm Am)
Said that stone you should have thrown
Am                                             (Dm Em Dm D)
But that stone you shouldn't tread
D                                        (Dm Em Dm E)
Oh my lord can I feel more alive
E                                           (D E D E)
When that stone is by my side
E                                        (D E D E)
Sanity, my most sacred trait
E                                  (D E D E)
And that stone, I let it fly
E
Mi diablo contemplate....

Jam:
Bm G F#7 (alternate between measures of 12/8 and 11/8)
(solo in B harmonic minor)

then: (loud)
Em G F# (power chords)",,"0"
"183","story","Story of the World","Jon Gutwillig","Slide against the fan, the room is clear,
Suddenly we have a vacuum.
In the mail a telegram, I could not wait, all aboard the caravan it leves today,
And then the night comes on, the lights turn low,
fall asleep, all alone,
Consider for a second the ways of the world.
Maybe I'll throw myself a bone.

Maybe I'll throw myself to the dogs,
But my back's not to the wall.
Maybe I'll lay some bricks for the man,
But the days just aren't that long.
So if I settle back and chill,
Will I see far enough to feel the angel's dream?
I thought it was the story of the world.

Can I call out and say, everybody here,
Lend me an ear to talk to.
Can I call out and scream, the ways of the world,
Have got me singing another tune.
But the words are so familiar, I heard it before.
And you might dare to sing along.
With the crickets out chirping a random song,
Maybe I'll throw myself a bone.

Maybe I'll throw myself to the dogs,
But my back's not to the wall.
Maybe I'll lay some bricks for the man,
But the days just aren't that long.
So if I settle back and chill,
Will I see far enough to feel the angel's dream?
I thought it was the story of the world.

When frick turns to frack, there's no turning back,
and you got a slip tongue and a smack attack.
and there's colors like green and you're wearing black,
and your phone got flat on a railroad track.
but then the sun comes up and the day moves on,
and the old routine takes its toll,
and you feel like a copier rolling along,
maybe you'd throw yourself a bone.

Maybe you'd throw yourself to the dogs,
but you back's not to the wall.
Maybe you'd lay some bricks for the man,
But the days just aren't that long.
And if you settle back and chill,
Will you see far enough to feel the angel's dream?

I thought it was the story of the world.
I thought it was the story of the world.
I thought it was the story.","transcribed by Rich Steele


~~Story of the World
(main riff)
E
B
G           12 12 12 12 12     (play 3 
D 9 10 12 12               9    times)A
E

then...

E 
B
G          12 14(s)16 14 14 12 14
D 10 12 14
A
E

E
B 13
G    16 16 14 12 14 12 14
D                         14 12 14 14 14......
A
E

E
B
G        12 12        10 10        9(h)10 9
D 9 10 12      9 10 12      9 10 12        10 10
A
E",,"0"
"184","sugarplum","Dance Of The Sugarplum Fairies","Tschaikovsky",,,,"1"
"185","superman","Superman Theme",,,,,"1"
"186","texas","Texas Pussy","Sam Altman",,,,"0"
"187","three","Three Days","Jane's Addiction",,,,"1"
"188","tomorrow","Tomorrow Never Knows","The Beatles",,,,"1"
"189","tri","Tricycle","The Disco Biscuits","on my tricycle
i'm in heaven (sometimes i met helen)
she's my tricycle
i'm her melon

on my tricycle
i'm in heaven (sometimes i met helen)
she's my tricycle
i'm her melon",,,"0"
"190","trireprise","Triumph Reprise",,,,,"0"
"191","triumph","Triumph","Marc Brownstein","The path to follow was hard to swallow, 
Like a pill in the back of your brain.
Walking in a field with a dagger and a shield
And a million little drops of rain.

Drifting in the river and you start to quiver
And they tell you that you're going insane.
In a white jacket and you just can't hack, 
And they tell you that you'll feel no pain.

Triumph was the underdog,
Living in the past, but reaching for the stars.
If celestial living doesn't seem insane, 
I'll be lying on the beach and you'll be doing the same.
Triumph didn't seem to far,
Living in the past, but reaching for the stars.
If celestial living doesn't seem insane, 
I'll be lying on the beach and you'll be doing the same.

I got a call on the phone, and it's regarding the clone 
That I purchased on the net last year.
They told me of the glitch and in a glorious pitch, 
They told me I had nothing to fear,
My clone was ready, he was pretty fucking heady, 
And I thought it would do the trick.
So I told him of the code, and I sent him on the road, 
And I taught him how to use the stick.

Triumph was the underdog,
Living in the past, but reaching for the stars.
If celestial living doesn't seem insane, 
I'll be lying on the beach and you'll be doing the same.
Triumph didn't seem to far,
Living in the past, but reaching for the stars.
If celestial living doesn't seem insane, 
I'll be lying on the beach and you'll be doing the same.","transcribed by Rich Steele

   F#
E  2
B  2
G  3    (just ride on the F# before sliding up
D  4      to a G major, then coming back to the 
A  4       F#)
E  2


(verse chords)
   A                   Bm                     C   
E  5                   7                      8   
B  5                   7                      8   
G  6                   7                      9     
D  7                   9                     10  
A  7                   9                     10  
E  5                   7                      8   
 
The path to follow was hard to swallow, like a pill in the back 

       D
E      10
B      10
G      11
D      12 
A      12
E      10
of your brain.

   A                     Bm                         C   
E  5                     7                          8   
B  5                     7                          8   
G  6                     7                          9     
D  7                     9                          10  
A  7                     9                          10  
E  5                     7                          8   
  Walking in field with a dagger and a shield, and a million

                      G  F#
E                     3  2
B                     3  2
G                     4  3 
D                     5  4
A                     5  4
E                     3  2
  little drops of rain..


(chorus)

   Bm      C       D   E  
E  2
B  3       5       7   9
G  4       5       7   9
A  4       5       7   9
D  2       3       5   7
E   
   Triumph was the underdog

    G           A        D               C
E   3           5
B   3           5        7               5
G   4           6        7               5 
D   5           7        7               5
A   5           7        5               3
E   3           5
  living in the past but reaching for the stars


the riff :)

E
B
G
D            4~ 4 3 2
A      4 3 2          4 3 2   (repeat for hours if you feel
E  2 2                              the need to :)",,"0"
"192","trooper","Trooper McCue","Marc Brownstein","Trooper McCue, fork or a spoon to finish your soup?
Why do you drive at a hundred and five? Icy hill loop!
Seapod is cool, she goes to school across the lake
Tank talk is cheap, you graze with sheep, you take the cake.

Trooper, you psycho looper [used to be 'you're super duper']
If I even think about it in the store
Be it a poster, an alley coaster
It shows up at my door

Trooper, you psycho looper
If I even think about it in the store
Be it a poster, an alley coaster
It shows up at my door

Green Mountain girl, mind in a whirl, ascends up the hill
Lives on a farm, protects her left arm, tries not to spill
Too fuckin' hip, she throws anyone lip, sets people straight
Always on time, encephalous crime, a crime not to waste

Trooper, you psycho looper
If I even think about it in the store
Be it a poster, an alley coaster
It shows up at my door

Trooper, you psycho looper
If I even think about it in the store
Be it a poster, an alley coaster
It shows up at my door

Trooper McCue, fork or a spoon to finish your soup?
Why do you drive at a seventy-five? Icy hill loop!
Seapod is cool. She goes to school across the lake
Tank talk is cheap, you graze with sheep, you take the cake.

Trooper, you psycho looper
If I even think about it in the store
Be it a poster, an alley coaster
It shows up at my door",,,"0"
"193","truckers","Trucker's Choice",,"We just came for the chicks! Bong!
Singin'... We just came for the chicks (4x)

Finally I unearthed myself
?? Some other way
Until she found me out
And she critisize right away
And don't behave and I don't know
It's awful crazy the way things go
??
?? Has nothing to do with me anyway
And that's where I'm at
As strong as I can be
And if you could be successful
Why I'd be ??
??
Stretch it here you go
No wait for a minute, no wait, here we go

(Chorus)

And I don't mean to come off as some
motorcycle kind of a trick
??
??
And that's what I got to say
And that's the walk away
??
??
So I'm out celebrating
And people wether negatin'
?? cause there are no shoes
no other way ??
And in those shoes you're quakin'
And in this situation all I seem to hear is

(Chorus)

Oh my my drink your whiskey
I seen you two times today
?? all this onnocence
Guess I'd never do it again
And quickly I lift up my pen
and I scribble ?? When the moment begins
A phonograph I figure you had to sneak a peek
And maybe I was there
??
?? where your manners are
?? let me tell you all about it

(Chorus)",,,"0"
"194","tunisia","A Night In Tunisia","Dizzy Gillespie",,,,"1"
